Sentiment;TweetID;TweetText
negative;6590;Une vraie star vient de s'éteindre... Bye Bye Amy Winehouse
positive;36947;"MERCI !!! &lt;3 (@FerialeB live on ~http )"
negative;103789;"Tarif pour le Kinect de Microsoft 149.99 dollars ou 149.99 euros... Nom pourri; prix pourri; cible inexistante;... ~http"
positive;28281;J'aime trop la voix de Drake.
negative;32620;"(.) où tu l'as fait; tu dois respecter ta parole. Franchement; les gens qui le font pas; ça me révolte. Personne t'oblige à promettre (.)"
positive;30201;Regardez comme on s'amuse.....!!!!!! ~http 
negative;23287;"Affreux!!   Hamza; 13 ans; torturé puis exécuté – icône de la révolution syrienne ~http"
positive;46925;"J'éspère que Ashley Tisdale va me follower lool . Tant que déja j'ai Corbin ; et Monique :) . Sa serai mon rêve ! je l'adoore cette fille"
positive;8471;"Tellement près de la scène que je ne peux même pas cadrer moins serré; oh the happiness. ~http"
negative;25560;Y a des jours où je suis tellement con que même mon ombre m’unfollow.
positive;96262;Bon la techno qui change les souper entre potes!  Petits Flirts entre amis - Nintendo Wii - trailer Sexy ~http  via @user
negative;2080;a vraiment une ***tain de poisse d'enfer! (T_T)
positive;9801;Les meilleurs Macarons de la ville! (@ Ladurée) ~http 
negative;5229;"J'aime les femmes; j'aime pas les hommes ! Comment un homme peut ce faire enculer par un homme ?"
negative;20335;"Écarte tes cuisses bien flasques pour qui tu veux; mais évite de faire de même avec ta bouche; surtout si y'a mon nom dedans."
positive;37356;"(c) Et il m'a dit : Oh désolé je te fais des gros bisous (bruit de bisous) ""Mister Bieber"" ! :D #happy #swag"
negative;20652;Se permettre d'appeler les gens en plein w-e prolongé sans les prévenir pour leur hurler dessus & les agresser (cont) ~http 
negative;128761;"revient de la Conférence Nintendo et regrette amèrement le manque d'ambiance; le coeur n'y était pas semble-t-il; étrange..."
negative;34044;"Portal 2 est repoussé jusqu'en 2011; j'suis triste T_T"
negative;41546;"A défaut d'être revenu des US; dans 1 semaine je reprends les cours #SHIT"
positive;22055;Moi j'ai 14 ans ma pelle :D xDD (@Laliceuh live on ~http )
positive;1368;Salut les gens bonne journée ^^
negative;28069;En Plus ça Suffoque grave .. #CHOQUER !! noon
negative;58278;"Prochaine insulte des bleus pour 2011 : Nike ta m...; #Nike; #sponsors #EDF"
positive;21175;De super conditions d'annoncé encore une fois sur port st louis ce week end.  Appelez nous pour reservez vos... ~http
positive;160077;J'veux une Super Nintendo !
negative;31273;"On aimerais tellement oublier le passé ; on a fait des erreurs qu'on regrette mais oubli ...   ~http  via @user"
positive;5543;J'ai ma casquette ! (ENFIIIN)
negative;33240;Discriminations de fait au sein des réfugiés de la zone de #fushukima ~http  #nucleaire
negative;34374;Sarkozy se plaint des dernières critiques de Viviane Reding (Les Echos) ~http  #pauvreptitbichon
positive;48150;Roland Garros: Petkovic victorieuse et un pas de danse de nouveau.
negative;5992;Greg le millionnaire c pas pour ce soir!! #SachezLe
negative;28044;J'ai une amie qui m'a fait des trucs de malade Se soir .. ( Cc @user  )
positive;2321;"En direct du Loft : très bon départ des participants et une ambiance studieuse; du positif en perspective pour cet événement."
negative;10351;J'aurais pas dû ramener cette tass !
positive;28915;Cette aprem direction piscine ! :)
positive;46776;Les bulles de Google plus: un véritable futur phénomène - ~http  via @user
positive;44615;Le Canada brille au salon E3 de cette année avec des jeux de grande envergure ~http
negative;26988;#Xfactor si Florian ne part pas ce soir c'est qu'il y a de la magouille dans l'air rff
positive;14450;Ploup Ploup!! Mon 1er CP a été repris :-D!!! #joie #ivresse #fierté #exploitation Bowdel!!
positive;38970;A tous ceux qui ont un w-end prolongé : Profitez! Sortez! Faites la fête! Bootyshakez!!! Life is great!!!
negative;3721;veut ma doooseee de cocaaaa!!! EN URGENCE ( S.O.S )
negative;2778;"Comment ca; pas de microsoft courier ?!"
negative;177228;"Et ben; ya des gens inquiets chez Microsoft & Yahoo!  ~http  - ~http "
negative;33755;"Mon père et moi devons tapisser ma chambre; il reporte tous les jours l'échéance au lendemain parce que ça lui fait chier de tapisser. #LOL"
negative;12470;"J'avoue; j'faisais la maligne mais le jetlag + les 12h de vol commencent à m'assommer là."
negative;4282;#OkayImSoStupid : J'ai oublié de mettre l'étiquette sous la couverture du livre . --
negative;1617;Virtual-beat fermé ou ca vient de chez moi ?
negative;21127;Quoi? J'y retourne demain???
negative;5594;#Tuesmarocainquand tu comprends pas qui suit l'émission Studio2M
negative;48442;A un peu du mal à comprendre le concept du reportage à l'intérieur du village coupé du monde...
positive;46047;Petite exclu bonne aprem!!! ~http 
negative;23830;"J'ai FAIM. Si une poufiasse est en train de piquer mon mec; qu'elle soit gentille de le laisser me deposer la bouffe avant. Pitié; Poufiasse"
negative;21502;"Mon jeu de la soirée : cité @user dans tout mes tweets (ou presque) ; envie de faire chié les gens ^^"
negative;42596;Ce don que les amis ont pour pas être dispo les rares moments où t'as genre BESOIN d'eux. T.T
positive;36017;"sous le soleil En mode détente ""Toi et Moi"" FEAT Bobby V; ça ambiance grave l'instant.Pensez à télécharger la mixtape.Bon Dimanche a vous"
positive;32002;"Direction Fêtes Foraine &lt;3 !!!"
positive;17448;#LinkedIn devient profitable et s'implante en France #JDN  ~http  via @user
positive;26405;Le BAC ... Je te tiens par le T-Shirt ... Bientôt je te serrerai par le Cou :P #Déter
negative;38211;#Hadopi Les récidivistes seront condamnés à la corvée de patates ! ~http 
negative;187289;"“@Kerjoo_H: Ceux qui nike leur couple a cause des réseaux sociaux; vous êtes juste con et hypocrites.”-jte soutient a 200%"
negative;41541;Arrête tes blagues!
negative;34163;ce moment enervant quand ton ordinateur beug et que tu peut plus rien faire :@
positive;130796;c' est décidé : je vais me payer une Audi A3 pour devenir enfin un mâle alpha... rhhaaaaa...
negative;10597;Chaque famille à son histoire. Je ne n'connais même pas la mienne...
positive;44633;Hé! vente intéressante! ~http 
positive;128450;Une pub décalée pour le Samsung Galaxy S2 aux US ~http
negative;12343;Marcela Iacub remixe le prêt-à-penser sexiste qui fait l'apologie du viol ! #Motscroisés #mots-croisés
negative;34890;Il y a des gens qui sont vraiment moche quand même....
positive;2060;"Tout est prêt pour le changement - ~http  @user // Super article à chaud; à lire!"
negative;96402;"Non merci Twitter; je n'ai pas envie de suivre Nike Golf"
negative;1151;"AJA a encore rapporté des combats dans la prison d'Abou Slim #Tripoli; celle ou 1250 prisonniers avaient été massacrés. #Libye"
positive;4720;Un jour @user me signera chez #BanlieueSale !  Pas vrai Fouiny? :D #realtalk
positive;21523;"Bon je vous laisse mes followers chéri ; je vais aller faire un gros dodo ; on se voit toute à l'heure ♥"
positive;40991;J'aime mdr AuDi C'est vraiment costaud Regarde: Le Mans : le crash et le miracle ( #wattv ) ~http  via @user
positive;14595;Bonne rentrée ! RT @user Edito de rentrée par notre présidente @user / Un web avec des filles dedans ! ~http 
positive;1996;"Et cette fin; mais elle est géniale aussi. Je veux faire des films aussi cools. \o/"
negative;27822;euuh J'arrive pas a dormir a cause de vous !! Quelqu'un me chante une berceuse !! #BitinSérieux
positive;34102;Bah voilà... madame à conduit une audi R8 sur circuit... grrrrrr *mode Jalousie*
positive;26861;"Hier; petit craquage sur le ""LUMINEUSE PM"" infini de chez Louis Vuitton. Le must have de la saison!"
negative;37630;78 morts dans un krach d'avion ? #maroc #averifier via @user
negative;33262;"IAEA : ""Dans l'ensemble de l'usine de #Fukushima Daiichi; la situation reste très grave"" ~http  #nucleaire"
positive;36495;Love @user tweets. Allez voir ça. Orgasmes de cerveaux garantis.
positive;15902;Nager 30 minutes pour voir son pouchon 1 heure c'est un bon deal :)
negative;138818;OM : Adidas obligé de faire des maillots flashy  ~http 
positive;40326;"bonne nuit a toutes les personnes qui sont encore debout loool ;) !! Ne veillez pas trop tard non plus !!! A... ~http "
negative;26287;"Bonjour; je m'appelle Léa; et je fais fuir les stars. #vdm"
negative;7273;"Ah; la crise boursière c'est pas une crise; c'est un fat finger qu'on vous dit !"
positive;9290;"poke @user RT: @user Le lancement du site #vin du Figaro; c'est pour bientôt ! [...] Préinscriptions sur ~http"
positive;185792;Logica se voit décerner deux prix distinctifs par Microsoft : «  partenaire innovant de l’année »  e ~http 
positive;11798;"J'ai le rôle d'Eros (Cupidon) pour le ""Printemps de la Danse"" de @user. Ça va être la guerre sur scène; faut y être #Pagaille !!!"
negative;8378;Une bonne partie du cast d'Aqua Pazza viendrait de cet anime ~http  ça a l'air hyper quelconque quand même...
positive;42836;tes TC sont toujours cool avec les monsters ^^ (@AlwaysLadyGaga live on ~http )
positive;15645;ALLEZ LES JAPONAAAAAAAAAAAAAAISES ! GO NIPPON ! #nadeshiko
positive;177180;Les Nike de Marty McFly bientôt en vente ! ~http  #BTTF #RetourVersLeFutur
positive;24255;Je crois que je connais par coeur la tribute d'edge de 3DD. ♥
negative;46598;"Merde; Ubi n'a vraiment honte de rien. ~http  Bientôt ""apprends a taper tes meilleurs pipes avec le docteur Kawashima."""
negative;50364;"Un cardiologue qui n'a pas de coeur; une justice qui n'est pas juste et deux jeunes anges qui n'ont plus de vies... #Kaylem"
negative;45346;putain dire ke dans 4 jour je me tape belle maman
negative;24965;Et voilà :( c'est le jour ou on doit aller reporter le Samsung Focus :(
negative;1140;"Vu; oui. Pas étonnant; #Kadhafi a violé bcp de femmes; aessayé de violer une journaliste française.RT @user  ~http "
positive;111375;Les nouveaux appareils Sony font plutôt mal #A77 #NEX7 cc.@duperran
negative;50184;Ah putain sa me saoule je vois pas ma famille pendant deux mois deja que je suis bloquee fuck #armee
positive;128762;"en route pour la Conférence Nintendo et ensuite ENFIN l'ouverture du salon; impatience quand tu nous tiens !"
negative;4316;"Un délégué d'Oxfam: ""Une COP du Monde qui aura déçu les amateurs de beau jeu: Aucune action flamboyante; et victoire de la Chine et des US."""
negative;34805;"La Russie et le monde entier déplorent les victimes du crash: La Russie d&eacute;plore les joueurs de hock... ~http "
positive;16383;Et sinon t as un étalon toi aussi? ahahah bon j'arrete...
positive;12157;"Demain; je fais du pouce pour la première fois de ma vie. Mont-Joli à Matane. J'espère que le Dieu du pouce sera avec moi."
negative;38991;Laisser moi mourir (@ Café De La Poste) ~http 
negative;19377;ReadWriteWeb met fin à ses éditions Européennes : ~http 
positive;42772;#NMA Jador 7 chanson et shakira est magnifique!!!!!!!!!!
positive;92245;"Nom d'Zeus; la bombe est laché !! - Nike Air Mag “Marty McFly” Release Information -&gt;&gt; ~http  PS: C'est bientôt mon anni' !!"
positive;22533;de superbes photos animalière sur  ~http 
negative;15686;Si vous voyez un arbre de noel carrer vert marde  sur la rive sud ou sur l'ile de MTL tassez vous SVP parfois ca me mets en crisse!:)
positive;35492;Ce soir une petit surprise avec du piff et de la choucroute dedans :p
negative;5941;"Je n'avais jamais remarqué une meuff' draguer; jusqu'à ce que ça m'arrive: Je l'ai rejetté (pas direct') parce que les meufs qui drag' ça (c"
positive;28500;Merde ! Monter à cheval sous la pluie sa l'fait pas trop --' mais j'adore sa ! :D
positive;10270;#WTF bonne nuit
positive;34004;"LE SITE EST DE RETOUR ! Retrouvez les dernières photos postées; les fanactions; les infos sur l'album et d'autres... ~http "
positive;199435;Vous en avez reve Sony l'a fait: des Vacances a la francaise au Japon ou presque ~http 
negative;30472;"Enfin; ça pourrait être pire. Si ça avait été des roms par exemple"
negative;25165;"C'etait (tres) mauvais et ca se voit! Papas fritas pendant #LesNuits ; 40 personnes ds un chapiteau de 1000! ~http"
positive;30142;HR : le capitaine Abdou Kafando lance la saison de la réserve duchéroise. RDV dimanche à Balmont pour les encourager ! ~http 
negative;205960;Seul ma famille et mon petit Gucci vont me manquer. MothaFuck cette ville de merde pleine de haineux & jaloux. Aller salut bandes de pauvres
negative;36070;"- Revenue à la maison à cause de la sortie; que je ne peux pas faire à cause de mes béquilles. ;D"
positive;28122;Soiree de feu mercredi! Je me suis meme perdue! Juste les povreux la.. MAIS ON ETAIS PAS LA ON S EN FOU! SOIREE DE FEU! JEN VEUX ENCORE!
positive;84338;Nouveau post sur le Blog :: NIKE et PUMA s'engagent pour moins de produits toxiques dans leurs produits... ~http 
negative;25211;Quand France Soir nous raconte des histoires ~http 
positive;68947;Vidéo plein la tête avec le casque 3D de Sony (IFA 11):  C’est le coup de coeur du salon IFA 2011 : un casque vi... ~http
positive;39518;Et en plus la boitr est trop belle =) ~http
positive;187454;Et ils clonent Samsung aussi :D ~http 
positive;46995;J'm'en vais voir TRON ce soir....pumped!
negative;28760;"Les  meufs de mon lycee ont essayer de parler au beau goss et il les a pas calculer; moi il es venu me parler... Les meufs me deteste mtn!"
negative;189232;"Avec les hangouts (bulles) de Google+ et les Video Callings de Facebook; Microsoft va finir par regretter d'avoir acheter Skype aussi cher"
negative;81621;"Moi je nike ta mère oui et ben moi j'adidas ton père ;) #MDRtropVrai"
positive;27069;Haha ! ~http 
positive;51248;"et un perfect; UN ! #economiedepq"
positive;15941;Les moules mdrrr (@Jrmofficiel live on ~http )
positive;33559;"Encore une belle journée sous la neige; je me sens si bien depuis que je suis Fan d'Eux &lt;3 SUJU &lt;3"
negative;184517;"Euhh; à part les fanboys Sony qui pourrait bien avoir envie d'acheter un PS3D Display --' ?"
positive;500;J'ai enfin reçu le tarot Bohemian Gothic 2nd edition de Prague!Il est vraiment magnifique!Il va peut être remplacer mon Lunatic tarot tiens!
positive;18894;D'ailleurs fini le 1080p... 720p ça ira bien hein !
negative;88328;retour a l'antiquité.... vieux samsung tt pourri.. avec une tete de reveil en plus :/ ~http
positive;16577;La minute du geek : comment Nintendo a joué la bonne carte ...~http 
positive;34405;"MAKENLOVE: Pensée du jour: Dis-moi qui tu hantes;je te dirai qui tu es.   Bonjour HAITI!"
negative;48552;Trois mois de prison pour insultes à agents sur Facebook ~http 
negative;13979;"J'espère vraiment que je me trompe et que demain lorsque j'irai la bas je ne le surprendrai pas en train de me tromper avec elle... &lt;/3"
positive;29632;"J'offre un voyage à Londres; qui veut ? #humournoir"
negative;24526;"Wendy vient me cherchée pour aller au carrefour des stars ; j'ai peur qu'elle s'envole avec le temps qui fais. :/"
positive;18533;je sais oui je sais que tu t'en sortirais comme toujours d ailleurs car tu es divinement protégée 2/2
positive;40765;"Pendant 3 semaines je serai là-bas... Donc tweeterai moins; mais bon.. :-)"
positive;18852;Je regarde tellement vrai sur nrj12 et il tombe tous en dépression xD
positive;9547;Cinq annonces de l'Etat en faveur de la photographie - lemonde.fr ~http 
positive;12168;Amoureux de la fille de la pub Jalouse
positive;47741;Et HOP je repars chez la cousine ce soir en faite ! :D
negative;55352;sans le Calendrier Audi ...dur dur pour voir en réalité augmentée sur iPhone - delapubmaispasque.com ~http  via @user
negative;4309;"Ce matin; mèl collectif: ""Où est la présidence danoise? Elle ne veut pas clôturer sa COP?"" Réponse: Connie a le coeur brisé. Rasmussen cuve."
negative;9922;la vie est un combat sans fin et cest toujours elle ki gagne ...
negative;6851;C'est quoi ce temps pourri ?????!!!!!!!!!!!
positive;31063;"Mes préférés France; Allemagne; Danemark; Azerbaijan #ev2011 #eurovision"
negative;18752;Petit moi est perdu loin de tout...
positive;58894;Grosse journée demain! Ford dévoile enfin son nouvelle Explorer et Audi son coupé 4 portes A7....
negative;48788;Il y a de + en + de Pauvres en France... Mais pas de panique ! DSK et Anne Sinclair reviennent bientot pour faire remonter la moyenne !
positive;4878;vois Jessie J demaiiiiiin xD
positive;206356;"Cool; le volume 3 de L'histoire de Nintendo est en précommande chez pix n' love. Y a un super pack avec la bible NES en plus..."
negative;14178;Haha un bol pis une cuillère pour que tu manges de la marde! J'adore #lagalere
positive;15332;"Tellement avec ma pote ont faisait que de rigoler; ya un gay qui nous a dit "" Nan mais si vous voulez pas suivre le cours vous sortez d'la!"""
negative;42463;"La journée va être diiiiire même. Vraima lé léndi sé dire tout comme les mardis; les mercrédis; les jédis etc... Sauf samedi et dimanche."
positive;46347;je me sens trop mieux quand même : ) peut être parce que le mv des FT est sorti ^o^
positive;4161;Coup de coeur pour HOD... ~http 
positive;25888;"#FF prophétique @user; grâce à qui j'ai déjà pu réserver mon réveillon de 2012 au restau *L'Enfer-de-(Al)-Dante*"
positive;193656;Apple ouvre un nouveau front contre Samsung au Japon ~http 
positive;43274;"Je crois que je suis enceinte de Pee & Dave @user... Je vous présente votre enfant le 24 sept.! ;) ~http"
negative;13665;Elle me fatigue aussi d'ailleurs! RT @user Ma vie me fatigue! #jevaisbientoutvabien
positive;25315;"Bon; 3h du mat; je pense que j'ai assez travaillé :)."
positive;35758;"Bon...j'ai terminé mes 2 derniers projo de bateau; pas de dépannage avant dmain midi;ya du soleil; jvaisme posticher dvant la porte #nice"
negative;10949;C'est pas comme si j'etais pas dans une banque internationnalle !
positive;49334;Le mot #vacances est dans toutes les bouches en ce moment... Et bientôt dans la mienne #lovethat
positive;15494;Bon apparemment il y a XFactor ce soir en France et ma TL est très assidue! Bons canards les amis!! Bise
positive;23866;Belle hommage à la Femme ~http 
positive;109810;Intéressant:  l'Empire Samsung - Un Oeil sur la Planete ~http  via @user
negative;525;"Ca y est; Mage the awakening tire aussi sa révérence; avec son dernier supplément via l'adieu de Bill Bridge pour cette gamme... :'( #wod"
positive;37647;"Ce soir dans toutes les chaînes nationales; ""Le discours d'un roi"" partie 2 ! #maroc #mohammed6 // Attendu impatiemment !"
negative;6985;Surprenant ce silence absolu dans nos médias sur les convictions ultra-sionistes de #Breivik...en fait non pas tellement...#Oslo
negative;16138;L'insulte originale du jour ! RT @user Sa mère l'asymptote.
negative;208843;:') ca me rappel une @user  “@manudwarf: OMG ! De la propagande comme Microsoft n'ose plus en faire... #fail ~http 
positive;27681;"#fêteducinema. Super Dog Pound ! Bon moment avec kiss & kill.  @user : ""bonjour"" lol"
negative;32798;OMG les nouveaux sons d'Anthony Hamilton :( Qu'il revienne vite ♥
positive;5915;LES ASSURANCES VIE LE SUPER PLANS EPARGNE!!!
negative;32360;Et puis même que personne me souhaite un #happybday parce qu'ils sont toujours en vacances en Aout. T.T
positive;9376;"Des groupies ça ne reste pas; seuls les fans restent.. ;) (@theReyzSound live on ~http )"
negative;34611;Bakchich.info condamné pour avoir diffamé David Douillet . ~http
negative;186121;3 semaines que je me bats avec Microsoft et Gandi... #fuckoff
negative;17932;Lady Gaga ne fait pas le poids à côté de JLO :P #M6 #monstre #cheveux_bleux #robe_en_cheveux #WTF
negative;8041;"Elle a raison RT @user Selon Miley Cyrus; Perez Hilton est un idiot: ~http "
positive;17963;J'ai keaffé Pierre Louis en espagnol avec son RAAAAYE! Mdrrr ça m'a tué!
positive;41001;"Création à Berlin de l'Institut pour l'Internet et la Société; financé par Google ~http "
negative;51273;Jai le sosie de la sorcière dans blanche neige en face de moi dans le bus Qui dis mieu ?
positive;24649;Buvez du Oasis
negative;10341;Lucas l'AFC va mourir . Et j’emmerde les gens qui veulent que je reste comme avant.
positive;40379;Vidéo de Kristen qui arrive au MET GALA !!! - (investissez dans une caméra HD SVP looool) ~http
positive;48365;France 3 est vraiment à fond sur le créneau Saint-Patrick.
negative;16626;"12h de taf; 3h de trajet... Rha c'est beau d'être adulte :') \o/"
positive;50163;"Quand j'aurais la foie je serai polygame une tisme; une rebeu et une blanche :)"
positive;8559;Youpi Firefox retire également le Flash de son Navigateur ! ... ~http
negative;37369;À chaque fois que je rentre sur Twitter j'arrive sur une fenêtre qui dit 'félicitation! Vous venez de gagner un ipad 2!' Non mais merde --'
positive;30343;Enfin chez moi #cestpastroptot
positive;90454;{MODE} LA NIKE AIR MAG RETOURNE VERS LE FUTUR? L'info tourne depuis sur tous les sites depuis mardi et se révèle réelle ~http
negative;10210;De retour de chez l'orthodontiste. Un instant j'ai cru que j'allais me faire éclater une rangée de dents...
positive;35408;Woot  #LesChefs! ce soir mon répis du lundi :D
negative;4261;Ah la la ! t'as pris du temps pour marcher toi ! :O #CityBeat
negative;87012;Il ne faudra pas cligner des yeux sinon on ratera le boot !: Microsoft lache au compte goutte ses news sur Windo... ~http 
negative;5552;"Arrêtez de souhaiter un bon anniversaire à @user en avance; ca porte malheur !"
positive;161141;"Concours Canal+. Gagnez 1 voyage au Kenya; 1 Iphone 3GS;1 Sony PS3;1 écran LCD LG;1 rétroprojecteur Samsung ~http  ~http"
positive;28793;"s'amuse bien avec sa petite Worgen démoniste; lvl 27; et monte la calligraphie; un métier que je découvre."
positive;46634;Victoire 9 à 6 des Verts @user hier soir devant un Club Soda bien rempli!
positive;6708;Clap clap!!! RT @user Bravo à Tunisair France qui lance les vols solidaires #Tunisie ~http  ( via @user )
negative;34998;"Travailler en groupe c'est compliqué; il faut que tout le monde est la même motivation.."
negative;42245;"Alors; j'aime d'aller à Paris encore une fois; mais je n'ai pas le temps pour un voyage en France :("
positive;44303;Bonne nuit ! 
negative;16336;Encore de la souffrance dans la quête de l'espoir et de la liberté... Une pensée émue pour un pays que j'aime profondément : l'Egypte.
negative;17583;"Jdd.fr le titre du papier #UEPS dit tout le contraire de l'article. Qui fait le titre ? Arnaud L. ? A ce niveau; c'est grossier #PrimairePS"
negative;8886;"Desole si je vous fais chier avec mon tweet; mais sa fais bizzare de voir qu'il a eu autant de RT :B"
positive;48570;je vais profiter de cette 'éclaircie nasale' pour m'endormir #rhume #tranchedevie #beurk
positive;34949;"À la #caribbm j'ai vu des twittos; ils étaient tous beau beau beau...."
positive;13124;Avis au gens qui me suivent sur @user ! Je suis actuelement en TL! Je reviendrai demain! :) Passer une bonne nuit mes Gryffondor! :D
negative;2807;J'ai a peine le temps d'aller sur Twitter!
negative;50555;"Futures Audi : L'Audi R4 annulée; l'A2 retardée ~http  ."
negative;49609;Fukushima : Moody’s abaisse la note de six compagnies d’électricité nippones  « L.I.E.S.I. ~http 
positive;1682;Prochainement en concert dans votre ville? Donnez nous vos idées de salle! De lieu! dites nous tout :)
positive;116125;#Tc5  venez acheter mes livres  ~http  . Adidas et béret :) venez discuter
positive;4737;MDRR c'est pas vrai ! ca aurait été une insulte si je l'aurais pensé :o t'es magnifique:$ (@MadisonHudgens live on ~http )
positive;58479;Hum... Nintendo mise sur le 3D .... Ben ben hate de voir sa moi!
negative;35224;Bordel merci la tempête et merci la lèvre endormie o/
positive;46590;"Dans ce cas; Bienvenue @user. (:"
positive;9947;sera un ch'ti l'année prochaine :)
positive;47827;"J'ai envie de faire une TC mais je sens les rageux . Je la ferais avec ma cousine ; sa sera plus cool !"
positive;40085;"Je fait partager la séance du rex avec vous LOL ;) - ~http "
negative;19661;La tv cay mal! RT @user mais n'importe quoi les journaliste de M6. C'est comme sur la TF1 qui nous présen...  ~http
negative;30908;Un cookie format A3. voila ce qui arrive quand on fait une fournée de cookies sans avoir mis assez de farine.
positive;43184;"Ai rencontré; Jeanne du blog Tartine Jeanne; hier à l'Ile d'Yeu; super sympa; j'aime vraiment beaucoup cette fille et son blog"
negative;46273;"Un grand vide rempli ma vie depuis ta disparition; tu me manque de plus en plus; mon coeur saigne; je t'aime Michael.Merci pour tout Mike."
positive;8491;Mygod grand maître Philippe Collin devant moi *DIES*
negative;46653;"J'ai été attaquée; aurait confié la femme de chambre à son frère #DSK via @user"
negative;39222;Congestion monstre: l'immobilier de la Rive-Sud pourrait écoper ~http  via @user
negative;28769;"Ma mere c'est une ouf; elle me montre des tatouages genre trop mosh"
negative;12823;Pourquoi quand je me reveille c'est la mort sur Paname ?
positive;36841;Peace HipHop Tours ... juste une TUERIE!!!
negative;3557;apparemment le problème du sony ericsson qui s'éteint/reboot est assez frequent... j'avais pas vraiment envie de changer de mobile @user
positive;29273;bonsoir !! @user @user @user @user @user @user @user @user
positive;197180;"#JeudiConfession Au Collège; Les Gens Pensaiient que Jétey Riiche paske Je porté que tu Adidas & du Nike ! Ensmble de Marseille tsa mdrr !"
negative;45540;Ajoutée par 2NE1 le 27 juin 2011... Foutage de gueule là un peu non? XD
negative;400;"Photo: La demi-portion; c’est elle. ~http "
positive;44722;"Puisque j'ai des nouveaux Followers supert Mignons ! Si ce n'ai pas déja fait; Followez @user  et soyez encor plus mignons =&gt;Shoutout"
negative;33020;et sinon je suis la seule à galérer (= à m'endormir) devant mon ordi après  4 jours de repos ?
positive;18426;bonjour tout le monde \o/
positive;2889;On représente samedi au festival M comme musique de Châteauroux avec  SCALE et NAOSOL en concert ! Its Free ! Venez ! @user @user
negative;19652;La tv cay mal! RT @user@Turblog tu veux dire que TF1 et M6 c'est pas forcément aussi mal que ce qu'on dit ? :D  ~http
positive;45904;Amboise grand spectacle nocturne tous les mercredis et samedis fin juin - fin août. ~http 
positive;4888;Ferrero a mis en place une politique d'amélioration de la qualité de vie au travail. A lire page 13 : ~http
negative;2545;"LE GÉNOCIDE DES RETRAITÉS LA SOLUTION déjà en place.AVEC ACCORDS SOS MÉDECINS;HÔPITAUX;MÉDECINS DGARDE.Killer.Doc RT"
positive;42897;Heureusement la france etait favorite!! XD
positive;30816;Ce soir carnaval ^^
