Sentiment;TweetID;TweetText
positive;34992;A abertura da press conf. da nintendo com as imagens de zelda e aquela orquestra fizeram rolar algumas lágrimas de nostalgia aqui =~~
negative;1728356;meu pai eh mtooo burro ele nao sabe mexer no microsoft office word kkkkk minha mae ta ficando irritada hahahah
positive;1851125;Jogar futebol no Nintendo SNES é assim que a vida deve ser... Indoo
negative;467686;twitter perdendo a graça -q
positive;2395061;"ae mlkada o @user vai me arranja uma regata da nike e uma da adidas *-* ; AHHAHAAH'"
positive;582934;Já ta quase chegando as ferias =)
negative;436667;tem pessoas que quando agente tenta esquece parece que e ai que ela aparece :(
negative;402829;gabriel em casa moleque chato
negative;765562;naum eh possivel q naum tenha nenhum amigo disponivel p tomar uma breja
negative;2297759;"ahh; nem vou mais pra igreja...titia ligou pra mamãe pra irmos pra lá! como sempre; vou ficar jogando nintendo com minha prima... --'"
positive;888915;"tem muito peixe; e peixe grande!!!"
negative;250339;estudar quando chegar em casa....q raiva
negative;609156;"#dançadosfamosos essa banda castiga os ouvidos;prejudica os dançarinos"
positive;409281;Affff maria pai!!! Que homem lindo é esse??? É @user rsrsrsrs...
negative;86762;ALGUÉM QUE ME AMA PODERIA ME DEIXAR JOGAR POTTERMORE NA SUA CONTA? PORQUE EU APAGUEI MEU E-MAIL PRA EU JOGAR E JÁ CHOREI MUITO COM ISSO D:
positive;675273;"Vou ir comer um mc e depois vou ir no jogo com meu pai; seca os gambas! ahahahha"
negative;619271;"Eai .. sei nada pra faser &gt; #TÉDIO"
negative;1433493;Vou ter que usar o sony ericsson lixo ou o da claro mais lixo ainda ¬
negative;349624;kra vou ter um infartoooo
negative;694375;É triste ver o que a Sony tem feito com o nome do Michael. Em maio teremos um novo CD Póstumo do rei do pop. Deixem-no morrer!
positive;830933;Sorteio de um Samsung Star da @user #promocao ... vou ganhar !!!!
negative;942222;"queria que o principal produto da Microsoft fosse desenvolver websites em html e css; talvez assim eles se comoviam e desistiam dos IE!"
positive;523006;o jogo do scooby-doo foi mais legal até agora!
positive;1561596;Eu queroooooooooooooo. *-* RT:. @user  O Boné Nike do Centenário ficou irado! ~http 
negative;160343;Sem contar que minha conexão com a velox parou do nada.. E eu pretendia ter uma conversa no msn antes de dormir... Que saco.
positive;1613657;78- meu notebook é o mais lindo ever ! ( Sony Vaio vermelho fosco )
negative;44104;"ah que merda esse frio; não da vontade de fazer nada....."
positive;832718;"Passamos a amar não quando encontramos uma pessoa perfeita; mas quando aprendemos a ver perfeitamente uma pessoa imperfeita."
positive;602034;Minha amiga querida #Mirian. ~http 
positive;694056;Ei ... Faça do seu dia da mulher o mais fantástico de todos ! - Passe aqui em casa ! haushuahsuhausa
negative;1427229;Putz Vei Toh Tentando Baixar O Sony Vegas No meu #PC Windows 7 Naum  Mais Naum To Conseguindo Alguem me ajude
positive;757085;Criptografia em dispositivos móveis....mais que uma obrigação...uma necessidade....
positive;797500;"salve o tricolor paulista; amado clube brasileiro #novositesoberano"
negative;2102937;Pensa numa PORCARIA de celular... ele se chama SONY ERICSSON... :P
positive;424649;Pela primeira vez tenho vontade de comprar um protatil.O psv está muito legal.Vamo ver o que a nintendo tem para mostrar daqui a pouco.
positive;26058;Deus me surpreende a cada dia...hj foi um deles... =]
negative;587553;Putz não consigo conectar a minha Canon com o Dragon Stop Motion! :(
positive;96954;Mais eu sei q nos podemos chegar a minha meta de hoje né ?? então minhas coloridas(os) sigam e indiquem :D
negative;667016;"rsrsrs vc canta muito; mal (@InterativaFM live on ~http )"
negative;332429;"acabei de derramar um litro de água na cama ;s"
positive;447616;"haaaaa troquei o meu cel ; agora tou com o Samsung Wave 533 ; ele é lindo *-*"
negative;750805;O maior erro dos pais e nao admitir que nao foram adolescentes!!!
negative;2560275;Paris Hilton tem dinheiro mas é pobre de  muitas coisas...
positive;334569;"Dei meio dorminid para o leo; e ele todo fortao ~http  um inteiro. Kkkk foi todo relaxado para o mundo de Bianca."
positive;1490622;gente esqueci de contar hoje ganhei um nike muito fofo *-*
positive;640611;VIAJAR AMANHÃ? OBAAAAAAAAAAAAA!
positive;791019;Usei o SH-RH como creme de hidratação. Amei o resultado vale muito a pena gastar um pouquinho mais
positive;496230;parabéns a sony por estar chegando a loja playstation no brasil. espero que o brasileiro saiba dar valor. reclama que não tem nada
positive;748444;Eu gostei de um vídeo do YouTube ~http 
positive;2024594;Vou comprar meu nike *-*
positive;692882;Parabéns Corinthians!!!! Somos mesmo uma Nação!!
positive;395426;Eu gostei de um vídeo do YouTube -- Grandes Vlogs - Fada do Dente ~http 
negative;366247;que video parado _|_ (@maaah_loopes live on ~http )
positive;2053007;Legal é o Nick chegando pra apresentar na abertura da loja da Microsoft com seu iPhone e iPad a tiracolo HAHAHAHA ISSO AII NICHOLAS!!
positive;735313;muuuuitoo lindo o depoimento que eu recebi do meu amoor *-*
positive;735390;Uma ótima idéia para a utilização das mídias sociais: adidas | name the London 2012 official match football: ~http
positive;1182969;Estou feliz com o tempo que consegui fazer na corrida do circuito Adidas etapa primavera.
positive;1494663;"oi; voltei; fui lah na BackWash e comprei um Nike 6.0 meio esquisito mais bunitinho *-*"
positive;733620;"Que bom que as aulas começam quarta! Porque ai; são só 3 dias de aula! HSAUHSUAHSUHA"
negative;520012;hoje eu estou boladao
positive;51203;vou comer pastellllllll
negative;617737;terça-feira o sony disse que era viado #GameFutebol
negative;33976;Meu Deus todo santo dia eu me machuco --'
negative;1229536;"MP3 já está pela 2 vez na assistência técnica há 23 dias. Pergunta: Caso seja a situação de substituição; a Sony n poderia já ter feito?"
negative;2010273;Obrigado à Microsoft por fuder com meu computador. Passarei mais algumas horas à noite tentando salvá-lo.
negative;403664;Árbitro: Antonio F. de Carvalho Schneider/RJ LADRÃO MALDITOOOOOOOOOOOOOOOOOOOOOOOOO
positive;70759;Agora sim porra Vamo Que Vamo como nos velhos tempos :B
positive;437474;Hj vou comecar a pegar firme nos estudos!!!!
positive;1272883;Dia 07 no feriado vem curtir edição especial da LIIBRA com lançamento da NIKE !!!!!!!!!! ~http
negative;489859;pessoas prometem coisas e nao cumprem.. falam demaaaaaaaais!
positive;449824;"saaaaaindo aqui meus amores . indo pro banhojinho ; beeijos . &lt;3"
positive;792;Uma pessoa tão especiiaL aniversariando hoje! @user #ParabénsMinhaAmiga
negative;2087695;Eu tenho um driver samsung no xbox 360 e não consigo rodar o assassin's creed brotherhood. me ajudem por favor!! vlw!
positive;893002;uowww Radiojornal  Sequência.! contornamos as dificuldades e tudo deu certo no final!
positive;1494651;comprei um nike 6.0 ontem mto GAY mas eh bunitinho ahsuahsuahsau
positive;421297;Boa Tarde!!!!
negative;76082;"Cara; a Apple faturando 10 bi a mais que a Microsoft e famílias aqui no Brasil com renda mensal de 50 reais. Nojo é pouco..."
positive;2490904;Compras de nike e reebok. axo xique! adoro
positive;1268366;"Oque você faz quando para num Semáforo; ao lado de um Audi TT (ouvindo Linkin Park) ??? &gt;&gt;&gt;&gt; Aposta Corrida !!!!!!"
positive;352379;show da @user esse sabado! vamo ae geral!
positive;2521759;"Caaara; esse nike que minha avó me deu é o melhor tenis que eu já calcei EVER!!"
negative;80775;to super fudido em calculo I preciso de 30 em 34 #superfudido
positive;2344162;Só faltou o @user pra propaganda da Nike ficar perfeita.
negative;2171941;Rabo preso é outra coisa! kkk @user Apple acusa Samsung de copiar iPad e iPhone ~http 
positive;817951;Dias melhores estão por vir.
negative;89261;só se fala desse centenario! q buceta! grande bosta
negative;2536;Fui barrada. Sou perigosa? #Medo
positive;456973;Photo: › Dou risada sozinho imaginando coisas que eu queria que acontecesse. ~http
negative;244705;"a segunda morreu achatada contra o assoalho; a terceira caiu na tua mão. E foi a que mais doeu !"
negative;2373660;"quero jogar meu Pokemon de nintendo DS' mais como meu pc não liga e eu to no notbook; não daa née' #HEELLL"
positive;2076478;flw lindos vou jogar super mario! no nintendo ke eu acabei de achar!
negative;1280254;Perdi meu celular!!! Samsung Omnia Pro (B7320L)...
positive;2451479;Ótima idéia do @user RT: @user HD externo é feito em fita de Super Nintendo ~http 
positive;2588685;"Não sou tão fã do Ronaldo; mas esse comercial da Nike é realmente digno de uma lenda ~http "
negative;256585;"me deu uma tristeza do nada dai a @user fala: peraí que eu vou botar uma musica pra tu chorar *o* KKK sálouca &lt;3"
negative;567581;melhor dizendo... eu sou feia né
negative;1091132;KKKKKKKKK O PESSOAL DA SONY COLOCO VMB KKKKKKK BANDO DE BURROS NOSSA OLHA SÓ
negative;544800;"to na igreja; é muito barulho :/"
positive;892260;Paarabens meu amor!!! Estou muito feliz! @user  Quero te ver com todos seu planos sonho e desejos realizados! LVU
negative;407370;Só é dificil me ver alegre.
negative;582294;"Uns ainda m falam; q o eltinho é melhor do q o lucas mendes; soh pq ele ataca.... o lucas mendes naum ia fazer aquelas merdas...."
positive;526903;"Escolhi você no meio de 7 bilhões de pessoas e escolheria de novo; no meio de 14 trilhões se necessário."
positive;210400;Adoro o #bigfollow pois é simples e objetivo: ~http 
positive;330101;AAH @user mimiu aki a gente saiu juntas ontem foi muito boooom \o\o\o\
negative;1229562;Perguntas desconexas: o que fede mais: cocô ou xixi? Sony lhe respeita como consumidor?
positive;649992;Fiquei a tarde toda com as minhas amiugas (os) lindos e o lindo do Luís! :D
negative;728039;puta q pariu :@ tem 3 seres aki de 7 anos me enchendo :@
positive;1630728;"Começando um dos melhores eps de seinfeld na sony agora; o do estacionamento. Run!"
negative;785056;Nada bom… Menos de 10BB's… Agora é cruzar os dedos…. #RSopen
positive;728245;"aii eu amo vcs beliebers !!! o que seria de mim sem outras fãss  ;)"
positive;2467627;Uhuuuu!!!! Meu celular samsung galaxy ta quase chegando...Android voltou...hááááá´!!!!!
negative;743805;é muita coisa errada pra um mundo só :/
positive;2287097;"+ do projeto do @user e @user na Argentina ~http  Dessa vez uma matéria da Sony de lá... ;)"
negative;177333;Que preguiça de levanta da cama :s
positive;550380;Fiz 15 anos \o/
positive;840126;Hj o Mario completa 30 anos  uns dos icones da Nintendo que nasceu em 1981 e hj completa 30 anos #HappyBirthdayMario
negative;378241;Steam recebe a versão errada de Dead Island dos desenvolvedores:  Faltando poucos dias para o lançamento de Dea... ~http
positive;567934;Passando só para dar boa noite!!!
positive;367626;o nike do chaz ortiz é muito lindoooo
positive;1020030;"Novos EEE pc: depois de usarmos linux para conseguir descontos da microsoft no round 1; só vendemos com windows agora; surpresa! ..."
positive;1233390;"[GT] 24 H Spa: Filipe Albuquerque e a Audi em Spa com objectivo bem definido - ""Queremos vencer!"" — ~http"
positive;280709;jogando nintendo wii !!!!
negative;1964888;Ai que raiva!!! Tô a dias tentando instalar a uma atualização do samsung apps e nada...
negative;76170;"meu pai levou o PC pra formatar ; e ele ta bem estranho; sumiram os favoritos e tals ; UXAAAA"
negative;1168720;"Kkkkkkkkkk a Nintendo mostrou o WiiU; foi poir q vê a vó pelada !"
positive;1179003;a Samsung é melhor #propagandasemfrescura
negative;480759;"Esperando o #Hamburguer chegar ; ta demorando pra crlh pra chegar já mané namoral . :@"
positive;564833;Faz plakinha pra mim meuu (@giuliafrota live on ~http ))
positive;233160;O jeito é dar uma 'corridinha' com vc Rsss fui com o maridão Rsss!
positive;71851;Entre indas e vindas me resumo feliz. entre altos e baixos me resumo equilibrada
positive;83335;E também estou muito ansiosa para que chegue logo dezembro pra que minha amiigah Lays chegue logo to morrendo de saudades (L)♥
positive;48644;"Estive lendo twittes aqui... Só rindo; e ALTO..."
positive;668462;Anciosa pra ver a despedida de @user vc sempre  sera inesquecivél
negative;397671;"Que bosta; vão ficar com ps vita. Pessoal da sony tá ruim para nomes."
positive;793850;"Heei amanhã; faço 16 anos hihi me da parabéns adiantado? (@Giiograssi live on ~http )"
negative;328264;Aula de português um téeedio !
positive;733343;"Jesus como é bom Te Ter comigo;eu Te Amo mais do eu mesma possa imaginar!Meu Lindo sou totalmente dependente de Ti.."
positive;1769946;Minha mãe conseguiu instalar o super nintendo aqui em casa kkkkkkkk....to relembrando os velhos tempos muito doido poskaopksa
positive;212831;Bom dia!! Aos brilhantes profissionais @user @user @user @user @user @user @user.
negative;374248;"aaaaaaaaaaaaaaaaaaaaah que merda!  Ainda tenho mais uma aula; hj a noite ..."
positive;518131;Ainda bem que amanha nao vai ter aula
positive;307953;comi brigadeiro e minha tia ta fazendo morango com creme de leite. será que dou conta? oO'
positive;337766;"Pronto Lele; mari e isa. :) Não; vou esquecer. *_* @user @user @user"
negative;314846;"Ah! @user; o mundo vai acabar e eu nem casei ainda; viu!#querosairdocatitó"
negative;1229550;Fui enganado pelo conceito da marca. Me sinto um idiota completo. Como um MP3 fabricado pela SONY pode ser tão decepcionante!
positive;449928;"Boa noiite Fiel! ;) #CorinthiansIsBiggerThanCNN @user"
negative;698321;"oi gente; hj me decepsionaram; qando eu descobri que ao meu redor tem poucas pessoas confiáveis  e o resto é tudo gente hipócrita e falsa"
positive;777194;Estou postando fotinhos no Face ^^
negative;2185095;"Vem cá; sou só eu que odaaaayo quando eles falam ""no sony entertainment television""????"
positive;1906183;hoje eu vi uma menininha com um tennis da nike roxo tão lindu *-* rs
negative;1112508;"Simplesmente inadimissível !!!!! Enquano a Globo; CBF e Nike escalarem o time vai ser isso aí....e 2014 tá chegando....que vergonha!!!"
negative;249132;"Assistência da Samsung em Florianópolis: além de mentirosa; uma bela porcaria!"
negative;758484;As vezes bate um medo...
positive;740565;hooje fui na loja e peguei muuuuuuuuuuuuita roupa! muito bom !!! e depois niver do calvin hauhahaha huhu!
positive;990426;Soulja Boy - Swag Flu (Ft Birdman & Gucci Mane) A Melhor Músicaaa
positive;541847;"É tempo de Honrar meu Pai; Meu Deus; que amo; creio e confio!"
positive;64823;Muito Bom ^^ @user ótimo! Adidas faz vídeos interativos em nova campanha: ~http 
positive;66480;Vamoos ganhaar Vascoooooo
positive;92206;gosto do #bigfollow pq eh simples e objetivo ~http 
negative;318190;To com muita dor de cabeça :( Que nunca passa...
positive;660479;Ahhhhh Liindooss  Amoo vcs ! (@fiuk live on ~http )
positive;2469977;"Quero ganhar um Nike 6.0 que a @user está sorteando! (~http )"""
positive;1642915;Literalmente muitooo feliz ... ganhei um tenis da adidas mt shou .. adoreiiii*--*
negative;1231120;PRESIDENTE DA NINTENDO SE DESCULPA PELO FRACASSO DO 3DS ~ Leitura Games ~http
negative;469363;Véspera de feriado e nem pra turma combinar de ir embora.
positive;1842986;Excelente ideia para o natal! Presentei seu amor com a mais nova fragância masculina da Gucci Sport Pour Homme  ~http
positive;1296399;"Prazer; Chandler Bing. Do gaélico; Bing significa : Seu peru está pronto. BING.   - Chandler Sensacional. rs"
negative;163169;Vou ter que esperar ate 2013 para ver A Hospedeira! ):
positive;506238;começa o jogo do Brsil!
negative;283093;Já percebi que tem MUITAAAA gente dormindo. #ACORDA! shasuahsua'
negative;2561743;Comprando um NIKE aqui. Low ou High? OH LORD e agora? D:
positive;2533961;"Eu quero ganhar o Nintendo Wii que o @user vai sortear HOJE (20:00 hrs);RT e follow @user ~http  :)"
negative;320090;"uma nova fase da minha vida; fika sem eu tanto gosto."
negative;1558615;Rupert Murdoch estrangula acesso do Google e da Microsoft a jornais ~http  #folhaonline
negative;831024;Interessante... como as coisas acabam...
positive;489871;To aqui na formatura da minha prima haha (:
negative;402558;"Games eTecnologia Brasil: Dados pessoais de usuários da PSN foram roubados;admite Sony ~http "
negative;789966;Nunca vi menino mais chato qe o  @user  SZ haha
positive;2474043;"algum empresário aí para me bancar numa gravadora ? talento nao falta !!!aí som livre ; sony ; ou universal cantora sertaneja e das boas  !"
negative;244882;"Trabalho sim; aff  RT @user @user A bichinha trabalha tantooo...Que dó; que dó; que dó rsrsrs^^"
positive;412319;Pra mim essa é a musica mais fodida do Bon jovi ~http
positive;203466;"Ele revela o profundo e o escondido; conhece o que está em trevas; e com ele mora a luz."
negative;163828;visheeee mainha vai da filhote em ~~ o nego é zica do baile memo? KSDÇLKDÇLKLS @user
positive;629208;Onde você descobriu formspring.me? — aaaaa.. por aí! kkkkk' um site de relacionamento qualquer! kkk' ~http 
positive;792135;"AAAAAH; acabei de falar com os meus amigos lindos diretamente de Bariloche! Queria taaanto estar lá! :/"
negative;523676;"quando estou com preguiça; minha letra sai horrivel; nem da pra entender direito; ate parece letra de medico kkkkkkkk"
positive;315274;Bom dia friozinho pra todos!
positive;632387;O @user me orgulha com suas caras e bocas
positive;711107;Beijo de desconhecida evita que jovem chinês cometa suicídio   Os moradores da cidade ...  ~http 
negative;730936;apaguei os tweets sem querer ! aaaaaah
positive;1116887;Anderson Silva faz história e se torna o primeiro atleta de MMA da Nike - Mais Esportes - R7 ~http  vía @user
positive;676149;"volteei mãe quase num sai ;kkkkkkkkk"
positive;740687;"ele ficava ~http  É VOCE? com uma voz de criança; ainda to rindo"
positive;1288480;Eu quero: Ganhar Cogumelo 1UP de pelúcia Oficial da Nintendo - ~http  #twitvou
positive;532154;pq eu to apaixonado por um ringtone da samsung ? :'( KKKKKKKKKKKKKKKKKKK
positive;1315897;News. acabamos de ser informados que a Sony Music está em contato com a equipe de MWS sobre a oficialização do website. vamos orar!
negative;1264652;"Aff; com o preço desse samsung galaxy s2 da pra mim comprar é um Ipad"
negative;573913;"A pessoa não entra no msn sabe; ai tenho que ficar mandando dm toda hora; né @user ? hahaha s2"
negative;762254;gente eu n to com sooono ! estou muito agitada (:
positive;21348;amanha acorda cedo e ir pra escola =D  Saudades já do povão da escola.....sahsahsas
positive;134640;Ai meeu irmão conseguiu arrumar o nintendo ds delee !
negative;1007878;Jogos de super nintendo são difíceis..
positive;2479088;tentado fazer algo no sony vegas!
positive;627656;"Viciei nesse remix que o Gucci fez da ""Rap"" do Pooca Leroy; o pior que nem é tão boa assim hahahahaha"
positive;199179;"porque eu sei que é amor ; eu nao peço nada em troca ; porque eu sei que é amor (8) @user"
negative;2262083;eu quero um nike do bob esponja que eu acabei de ver ):
positive;2469866;a pampa a coleção da adidas star wars  \0/
positive;1182970;No próximo final de semana tem mais uma etapa do Circuito Adidas das Estações. Voltei a treinar e quero melhorar o meu tempo.
negative;2471133;"ja agora ""técnicos de informática"" aqui das internets; erros de Microsoft Visual C++ (o belo do rundll32.exe) alguém sabe corrigir? :\"
positive;656209;Booooa tarde!
positive;1386175;"UAU!! A Microsoft comprou o Skype por 8;5 bilhoões de dólares!"
positive;1833977;"to me despedindo do meu smartphone pra pegar um samsung Jet novamente; tava com saudade dele dsd q perdi"
positive;556003;#Barcelona Campeão da Copa Audi :)
negative;1675708;"são total decepção ao jogar nintendo WII!  ;DD"
negative;252599;Em Pinheiral as coisas são engraçadas...somos obrigados a ouvir todas as tardes Ave Maria na caixinha de som furreca da igreja!
negative;474992;"E o Lucas Carvalho; aquele pentelho"
negative;723928;Photo: Fui Tomar juiz Só tinha No Cú :s ~http
positive;417532;+pra festa MICROSOFT PARTY e vou ter q acordar cedo amanha sabe né como é vida de artista :]
negative;1237321;Tamo fudido com essa Sony #epicfail
positive;137685;boa noite brasilllllllll...... tamusss ai na atividade.
positive;202475;"Amigo não se compra; se conquista! - ~http  Divulguem #UmLarParaCadaCão"
positive;533930;to instalando wow muito bom mas para poucos xD
positive;1117614;Esse DVD de mais de oito mil jogos de super nintendo tá arrancando lágrimas aqui em casa  huaheuaheuaheu
positive;455525;Olha só! É com Arduino!!! =D RT @user Microsoft cria tecnologia que corrige fotos tremidas - ~http
positive;1726331;porra... nintendo é foda demais! chupa SONY e MICRO$OFT. mas mesmo sendo foda... ainda é coisa de criança.
negative;292550;"EEH O @user ; QUE NÃO ENTRAA ; QUEROO FALA COM ELEE"
positive;722003;Quem nunca jogou Mario no Super Nintendo não sabe o que é se divertir pisando nos outros!
positive;1411959;Voltei! Parece que a saga dos transportes terminaram. Nike conseguiu sair de Maceió às 13h (14h após horário marcado) e Cely fly. By amigas!
positive;965340;do nada deu uma vontade de joga super nintendo :x
positive;747450;Boa noite!
positive;625134;"Não importa se é certo ou errado. Foda-se; seja feliz! 2"
positive;2373206;"Muito sol em BsAs; maratona da Nike e todos os participantes de verde marca texto! Logo mais @user 10 anos..."
positive;1272909;Lançamento do tenis da Nike air force one na @user  dia 07 apartir das 14horas. Nossas atrações mais a festa da Nike no feriado! Topa?
negative;890557;"... Por maior que seja o desejo ou amor... Há um certo ""tempo"" que não deixa apagar certas marcas..."
negative;328885;twittar sem ele aqui é muuito chaato ¬¬' ( não tem p quem manda indireeta UAHSUAHS)
negative;2492381;Vergonhoso... RT @user Sony Ericsson paga de Motorola e furunfa bonito com usuários do Xperia ~http 
negative;1229538;Terceiro contato com a SONY desde o dia 23/08. O produto mp3 w202 já está há 18 dias na a. técnica. Não há previsão de entrega. @#$%&**
positive;667158;sou palhaça de mais neah @user la la la la la la la la
positive;1248562;"Olhar Digital: Uma TV sem tela? Sim; a Samsung pensou nisso! ~http "
positive;866606;No bonde c o @user  dudu e irma da nathy...chega em ctba e dormi hauhsaushauhs'
positive;117482;Vc esta feliz? Que bom que agora eu cheguei pra por vc no seu lugar!
positive;563352;"To namorando hsaushaushau com a @user  shaushausa; ela e minha so minha ''gatona'' shausa"
positive;1631337;"Hoje meu irmão me esculachou com o celular dele ; um tal de Samsung Galaxy || . Nossa que sonho de celular ."
negative;274506;Dá pra ver na sua cara o desespero ♪
negative;774266;"Meu Nintendo Wii não ta funcionando; alguem quer me dar 200 reais pro cara da loja concerta ? *-*"
positive;445987;Beijos&Abraços #Ousadoos ! HA' Fiquem com Deus :*
positive;1251542;Ganhe um Microsoft Office 2010 Professional ~http  via @user
positive;1586915;"oi gente; estoou mechendo pelo meu nintendo dsi   *---*"
negative;757081;@SiteBABOO: Samsung vende notebooks com keylogger ~http  a coisa ja ta ruim....e com ajuda...fica pior ainda..
negative;776510;"Começam aparecer provas do uso criminoso do ""aparelho coercitivo do Estado"" contra o movimento de greve de prof. em MG ~http "
positive;434480;"Eu gosto de classificar a Sony em antes e depois de ""Perfecta""; da Miranda."
positive;291870;quero ir no cine hoje! hahah
negative;412687;Que voadora foi aquela do Goleiro Gustavo no menino do Vasco? Sport já se pronunciou e ele não faz + parte do grupo de jogadores..
positive;556802;Agora vamos diferenciar os meninos dos homens. GREEEEEEEEEMIO!
negative;46954;como que o inter é campeao de tudo se nao foi campeao da copa audi ???????????????????????????
positive;594411;Mamãe queridaa ....
positive;828274;só na espera do meu anjo @user p ir embora
positive;550092;"Ivetona arrebentou e soltou o pagodão com Xandy; foi muuito massa!"
positive;117744;"Não esqueci vocês; apenas achei um lugar que vendo jogos do Super Nintendo para Play Station; eu tava jogando Mário *--*"
positive;1020532;Lux -          Fotos: Festa Prémios Gucci para mulheres no cinema leva glamour máximo a Veneza ~http 
positive;492434;Não tens quem faça teu elogio? Elogia-te a ti mesmo.  Erasmo de Rotterdam
negative;495343;"A verdade é que; é muita Claudia; pra pouca cadeira!"
positive;368483;"Paris Hilton e seus pets chegam nesta quinta; em SP!!!!!!!!!!!!!"
negative;495217;"kkk ée voc ainda tem um monte de falas em @user ; poo nem sei que tipo de roupa levar ;x ; mais vou ver aqui o que faço ."
positive;496341;o sony vegas pro aceita até 4k (resolução acima do full HD) (@OridhioniBauer live on ~http )
positive;299217;"Read my response to ""Hoje bateu uma saudade de voce !  vai pra qm?"": ~http "
positive;333079;"Dificil não é lutar por aquilo que se quer; e sim desistir daquilo que se mais ama."
negative;469358;"Eita tênis feio RT @user Nike lança tênis inspirado em ""De Volta Para o Futuro 2"" ~http  #UOL"
negative;1229555;"Evitar que o consumidor; com respeito; mas duramente; divulgue uma experiência ruim com a marca SONY é uma prática aceitável?"
positive;403030;Bom diaaaaa!!!! Quinta com cara de segunda adourooo!!!
negative;443499;A tão falada Taça Audi é nada mais que uma PRÉ-Temporada para outros... Parabéns Azedos !  #semtécnicoépagavale
negative;832304;o PC desligo sozinho . :x   Banho depois almoço
positive;842271;boa noiteeeeeeeeeeeeeeeeeee chegueei kk
negative;2631012;Eh n tem jeito... se vc teve um som sony nem um outro eh 'similar' a ele..... #Arrependimento
positive;62714;"Nossa minha aula de bicicleta me matou hoje; nada como um bom banho quente; um jantar calmo e a companhia de @user e do @user."
negative;604026;Ta virando brincadeira já.... RT“@estadao: DE NOVO: Sony é invadida e dados de 1 milhão de clientes são roubados: ~http
positive;845836;Esses jogos de nintendo 64 são viciantes.
positive;1183465;"Passei o Ferrari; calcei o Nike mas não perdi o espirito de pobre vagabundo folgado.  Fui"
negative;758651;"Quem tiver o Samsung COrby Smart por favor; me ajude. #tense"
positive;55682;os Cara ta cauzanoo manooo! kkkk  fica falando da IANCA aii eu lembro do cachorroo! kkkkkkkkkkkkk
negative;298707;"Minha timeline tá bombando com ""citações"" de Caio Fernando Abreu. Desculpa; mas não dá mais pra aguentar! Qual é?!"
negative;838872;"aff 1 dia sem ver minha best @user e ja to morrendo de saudades dela eu nao consigo fica sem ela msm; te amo + q td best s2 linda"
positive;687985;banho queeeente!
positive;44279;Boa Tarde !!!
positive;611934;"Solzinho lindo entrando aqui! :D* bati uma foto;essa camera do meu Samsung não é das piores. ~http "
positive;439665;KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK MIJADO DE TÃO MORTOOO ! ~http 
positive;326353;Amoores querooo veer geraal seguindoo o @user #follow
positive;1168721;Conferência #E3 Microsoft acabou! Será q esse êh o ano deles?
positive;1769698;"Muito bom..RT.@VPublicitaria Nike | Nova campanha estrelada por Kobe Bryant; Kanye West e Bruce Willis ~http"
positive;550064;Personalizei minha foto com o #UaiFolia1000dias Faltam 12 diaaaaaaaaaaaaas!  \o/
negative;586804;E nem fiquei pra aula de Matemática .
positive;1249253;Até própria Microsoft reconhece que o Kernel Linux é superior ao Windows... ~http  #EuUsoLinux
negative;192045;Tio tava tao feliz mas quando desse que n envio fiquei triste damas pfv le minha DM (@ALPHAHITS live on ~http )
positive;439085;"Hoje é ruyzão; bolão rapaiz!Vo chega em casa acabado -.-"
positive;38371;"Maano hoje ta com uma cara de sabado; que eu vo te contar eim !!!"
positive;381526;Vou dá uma saida agora depois  bjosssssss
negative;1093416;"Sony é atacada novamente: 24;6 milhões de contas comprometidas: A Sony Corporation e Sony… ~http"
negative;480903;A convivência com a Sony diminuiu meu interesse por games... Vou voltar a usar Nintendo como nos velhos tempos! (cc @user )
negative;334655;Começa a bater uma moleza... jajá começa a  dar sono =/
negative;905893;Valeu samsung sem previsao de atualização do Galaxy Tab para o brasil mais para o resto do mundo tem
negative;29789;"Dia de fazer exames períodicos; ligo para clinica; não tem médicos!"
negative;2604755;tai o perez hilton tem 3 milhoes e 7 mil seguidores so porque fala mal das celebs tambem quero esse emprego manolo
positive;8719;GANHEI o/ haha 6x2 .. Meu nome ta entre os 5 disputando trofeu de destaque juvenil e entre as 7 disputando o de destaque feminino *------*
positive;898479;"bye vou eperar o nintendo carregar ;*"
positive;31368;"twitter via nintendo dsi kkkkkkkkk"" é muito loko :D"
positive;609462;"Boa Noitee gentee!!;)"
positive;2532208;"como eu queria ter dinheiro e anda no estilo ; ter pano da lacost e adidas dee 12 pino  (8)"
positive;321360;Eitha (:: - @user twitcam ao vivo em ~http
positive;338894;Boleiragem na veia... E nike no pé.!
negative;1803149;"éh; o nintendo tira as vidas das pessoas '-' coisa mó interessante"
positive;411626;Cheguei em kasa agora depois de uma festa e ficar jogando NINTENDO WII COM @user  hahaha VLW
negative;701398;noossa sacanagem não era pra eles ganharem ! :@ #QueRaiva.  Obrigado @user ...
negative;838098;Prova tensa di Quimica amanha .
negative;2487223;Quanta pegação de pé com a DEVASSA... deixem a DEVASSA da Paris Hilton em paz...
negative;221881;"Frases ""vingativas"" com duplo sentido: ""aqui se faz; aqui se paga""; ""o que é seu tá guardado""; ""quem procura; acha""; entre outras."
