Sentiment;TweetID;TweetText
positive;20214;"Ein vorverlegter #ff damit er wieder mehr twittert an @user :D also meine Lieben; folgen; folgen; FOLGEN!!!"
positive;20239;"Busfahrer muesste man sein. Da wird man von der Leitstelle vor Blitzern und Radarfallen gewarnt ;) #Frankfurt"
positive;12451;"Ne Stunde schlafen; dann nen guten EIndruck machen &amp; dann in die Stadt! :D"
negative;91668;Grade CS gehabt kurz vor dem Erguss kackt mir Skype ab ich werde Microsoft anzeigen!!
positive;2081;Hier fließt der Mozzarella in Strömen.
positive;30296;"Leb zieh dich warm an wir kommen und rocken dich platt @user wird gemacht ich tanz für dich mit ;)"
negative;16284;"Früher konnten mich nur ein paar Nachbarn nicht leiden. Seit ich bei Twitter bin; hassen mich Menschen aus aller Welt."
positive;7150;Nicht jeder kann immer der beste sein - heute bin ich's :)
negative;18657;"bei dem wetter kann  man ja nur OC Lieblingsfolge Regen gucken; nenene"
positive;1741;"1. Urlaubstag: nuja mal schauen mieses weTTer erstmal zocken und kaffee trinken dann weiter schauen nachmittag bissl mit mausi sein &lt;33333"
positive;34202;"Sie schreibt; liebt Sci-Fi und die Katzen; mit Ihr gibts immer was zu schwatzen #FF_@HannaJulian"
positive;25124;"Dominic in Inglitsch und sein Schummler; I like!! ~http "
negative;30006;"Jetzt muss ich die ganze Zeit Cartoons gucken; damit sich die Obdachlosen Kinder nicht langweilen"
positive;42836;"Mein neues Soloprojekt VOM LEBEN GEZEICHNET gibt es ab sofort auf ~http  zum kostenlosen Download! Herunterladen und lieben ;)"
positive;27523;"Schöne Entlassungsfeier; nun Abi-Zeugnis in der Hand und später auf dem Weg zum Hurricane"
positive;664;"Naja; wenn Gutenberg nicht mehr Doktor ist; ist es nur fair; dass ich jetzt Bachelor bin; oder?"
negative;41139;"Dann können @user und @user ihre Propaganda-Accounts ja jetzt auch löschen; oder? #ltwsa #ltw2011 #lsa #NPD #verhindert"
positive;16499;"Das mit dem Liebeskummer vergeht wieder. Der Schmerz ist jetzt nur so groß; damit du schneller vergisst; wie schön deine erste Liebe war."
negative;23085;"Der Herzbube und Berlin schienen das gleiche Ziel zu verfolgen; das Finden von Marlov. Und ich war eine Marionette in einem dreckigen Spiel."
positive;13399;Herzlichen Glückwunsch Daniel Schuhmacher! ~http  - eigener Song mit Gänsehautfeeling:)
positive;1651;begrüßt ganz herzlich Andrea Meyer - Willkommen!
positive;1393;"Habe Gruppen-Ex von Steffi von Wolff zu Ende gelesen und 5 Sterne dafür vergeben; klasse! @user ~http"
negative;35912;Kindergeld doppelt kassieren = Steuerhinterziehung ~http 
positive;19603;"heute cocktailtrinken in der leipziger city ;)"
positive;45461;gute nacht welt!
positive;89402;Freude: Samsung Galaxy Tab - die Vorserie verspricht eine Alternative zum IPad ~http 
negative;31520;"Flash Banner an sich sind ja schon wiederlich; aber dann auch noch mit Ton und autoplay?"
negative;38745;weiße fingernägel sind der shit.. xD xD
negative;4381;Sorry für 1 Sekunde Unprofessionalität. Aber Apple vs. Samsung vs. Google vs. Nokia vs. Microsoft vs. Lodsys vs. PayPal fängt an zu nerven.
positive;10756;Unsere neue Homepage ist online! ~http  Wir freuen uns über Ihr Feedback!
positive;4010;"guten morgen zusammen ersma ;-)"
positive;25897;etwas zum Träumen  ~http 
positive;2044;Stallon rief sie und sie kamen. Dieser Film verspricht ein richtiges Actionfeuerwerk zu werden. ~http 
positive;24086;"Sonne = Chillen; Chillen = Entspannen; Entspannen = Twittern"
negative;178910;Am Ende der Microsoft PK dieser monströs wirkende Teaseranfang. Aber dann die Ernüchterung....Nur ein Halo
positive;18355;Suuper: Postit-Motivcontest an Bürofenstern ~http  /v @user
positive;43164;Mom abholen :) (@ Oldenburg (Holst) Bahnhof) ~http
positive;5171;Nachdem der Sommer am Sonntag ja wieder ein Sommer werden soll feiern wir heute Abend unseren elektronischen... ~http
positive;45462;"schön das es lan-kabel gibt; die gefühlte 10m lang sind!"
positive;11261;Schön beim Bäcker gefrühstückt. Kalter frisch gepresster O-Saft is auch ne feine Flüssigkeit.
positive;19380;wärmt sich in ihrem gemütlichen zimmer auf :)
negative;12800;"Serial Dad; erster Film heute; war bis auf das Ende gut. Leider hat das Ende den Film durch wirre Präsentation und Inkonsistenz abgewertet."
negative;15184;Kann man immer noch nirgendwo FÜR Klimaerwärmung unterschreiben?! Ich hab die Schnauze voll vom Schnee!!!
positive;26087;Mein neuer lieblings #flighttracker :  ~http
positive;25025;"My Bloody Valentine ist besser; als ich dachte: ~http "
positive;170422;Läck isch das geil mit em Pampersbomber Audi im Schnee z'fahre. #Understatement :P
negative;30359;Ich bin mir sicher es ist leichter mit merkel zu sprechen als mit jemandem bei der tickethotline #s04
positive;509;Avril Lavigne: Mit einer Verkaufsbilanz von mehr als 30 Millionen Alben ist die Sängerin eine Lichtgestalt unter ... ~http
positive;19727;Nabend Ladys ^^ und die wenigen Herren... die es gibt ^^
positive;2047;"so nun meld ich mcih auch mal wieder zu Wort :D bin zur Zeit leider auch etwas ausgelastet; so das ich kaum zum schreiben komme ^^"
positive;19076;Dieses Video musst du dir ansehen! -- grabovoi-youtube-part1.m4v ~http
positive;18904;Sieg in Paderborn ~http 
positive;12097;Bereits heute beginnt die Anreise zum Drachenfest nach Artlenburg. Wir sehen uns auf der Drachenwiese!!!
negative;28867;"Die Blöden haben die Weltherrschaft übernommen; und wir sind schon in der Minderheit. Wolfgang Trepper ~http "
positive;99083;Morgen oder übermorgen bekomme ich den 32 Zoll Fernseher und ein Sony Heimkino System :)
positive;41754;"Noch eine Stunde; dann Schluss : D"
positive;30771;Gerade Update auf 2.2.1 für mein Samsung Galaxy..und immer noch ein Geniales Telefon wer brauch da schon Apple..:-))
positive;37457;#kastagnettenkurs war mal wieder super - danke an alle Teilnehmerinnen.
positive;5742;"Video: Das sicherste Fahrradschloss der Welt Eine verrückte Technik-Idee; die nicht nur Fahrraddiebe zum... ~http"
negative;43452;"der Weg nach Hause mit d. Bennek Bus dauerte 12 Stunden lang. Bei abstellen der Köffers sank mein man; und hat einen Slaganfall erlitten."
negative;152719;"Man merkt dass Microsoft hinter ""office: mac"" steckt. Die Installation dauert ewig und 3 Tage !"
negative;5488;Eon-Chef verzichtet auf Vortragsfolien - sonst müsste er sie womöglich sogar noch veröffentlichen. #Ethik #fail
positive;6043;Der Nikolaus war auch auf dem Kapellenhof und drehte mit den Kids sogar ein paar Runden auf seinem Schlitten! ~http 
negative;46167;Also immer nur eine Verlinkung auf eigene Seiten finde ich auch nicht so superspannend... oder man nimmt es hier nur als #Trafficbringer
positive;142207;noch voll gestopft von gestern... :-O mit mamas weihnachtsgeschenk spielen :P Nintendo DS :)
positive;44852;"Ich bin bald durch mit Arbeiten. Nur noch ein paar Tage. Leben; ich komme! &lt;3. (Gute Nacht; Welt. Ich hab Frühschicht!)"
positive;44561;Zurück in Curacao :)
positive;22100;#ff @user @user @user @user  Schönes Wochenende euch allen
positive;127675;"fragt sich gerade; wie man es ohne Samsung #Galaxy S i9000 aushalten konnte."
negative;29409;Geld-Rot finde ich ganz schön hart... #fcb
negative;123998;Zukünftiger Samsung Galaxy Besitzer vom Nebentisch hat endlich das Lokal verlassen. Selten soviel Schwachsinn (mitan)gehört.
positive;19774;Ich habe gerade einen anderen Blog eröffnet: ~http  Keine anderen Fotos ... aber mir gefällt das Styling mehr
positive;21704;der sommer ist die eindeutig bessere jahredzeit!
positive;45171;Feierabend und Sonnenschein - so wünsch ich mir das! Na hoffentlich haben die Jungs und Mädels bei Rock am Ring auch soviel Glück! #rar
negative;35365;"SMS schreiben; mit so einem sog. ""nicht iPhone"" ist ganz schön schwierig"
negative;2506;"Erdbeben in Köln?! Sorry; das war ich! Hatte die glorreiche Idee mal wieder Laufen zu gehen..."
positive;5712;Das perfekte Geschäft   ►► VİDEO  ~http 
positive;17206;Chinesische Weisheiten: Ein reines Herz lässt die Schönheit einer Frau wachsen ~http  via @user - Oh wie wahr!
positive;905;"Ich habe @user gerade 6mal gefavt. &lt;3"
negative;38221;schon ein Bier macht mich depressiv. jawoll!
negative;30017;"Oh man; unser Besuch weiß nicht was ein ""Hackenporsche"" ist"
positive;11338;Ein weiterer kulinarischer Höhepunkt! ~http 
negative;17625;Ich liebe @user. Aber leider bin ich nur einer unter Milliarden. :(
negative;40194;Ich glaube das maedl will mich veralbern
positive;14001;"WahlRECHT; liebe Leute. Nicht WahlPFLICHT. Das ist ein Geschenk; keine chronische Krankheit. #Wahlmuffel"
negative;22472;"#S21 #Stresstest Nahverkehr im Filstal oft nur 30 Sekunden geplante Haltezeit --&gt; Verspätungen einprogrammiert"
positive;28310;"Hhm; lecker! - Rezepte; die Kindern wirklich schmecken - von Karolina Sparring et al. - Thorbecke. ~http "
positive;101822;"Endlich: Die Nike Sneaker aus „Zurück in die Zukunft“ sind da! [Bildergalerie; Videos]: Turnschuh-Fan? „Zurück i... ~http"
positive;12327;"ich glaubs ja gar net; die paracetamol hat echt was gebracht... O.o dann geh ich jetzt schlafen! gut nacht... =)"
positive;37533;Nichts zu tun... Vielleicht sollte ich mal was für die Schule machen?! Wäre wohl nicht schlecht =D Mal schauen...
negative;7605;Schmiere mir gerade Haarfarbe auf die Ohren. D:
positive;13430;Ich mag ein YouTube-Video. -- Die Ärzte - Geisterhaus mit Text ~http
positive;40517;"Ooh danke Fussballgott; Iniesta und Paul..Spanien ist Weltmeister!!! :D"
positive;28361;"Kochidee des Tages: Selbstgemachte Bandnudeln in Mehlschwitze - ganz einfach; ganz lecker! ~http "
negative;7725;Oh Gott. Ich muss jetzt was essen.
negative;19224;Eines meiner Lieblingsrestaurants ist verschwunden -- inklusive dem gesamten Gebäudeblock...
negative;2676;"Man man man; den Job von der Eichinger kann ich auch noch machen; blablabla...#dsds"
negative;7991;"Quäle mich gerade durch ""Blut & Barolo"" ... Leseprobe gefiel mir; aber irgendwie kann ich jetzt mit den tierischen Helden nix mehr anfangen."
negative;13743;Also diese Sarah Engels ist mir absolut unsymphatisch! Also der würde ich kein Meter trauen #DSDS
negative;107333;I hate this Sony nonsense! „Dieses Video enthält Content von Sony Music Entertainment und APM. Es ist in deinem Land nicht mehr verfügbar.“
negative;10234;lächerlich
positive;18694;sitzt auf ihrem Garagendach und genießt SN die 3 te :)
positive;27587;Ich empfehle: DER FLIX - Heldentage 2.0 vom 24.02.2010 ~http
positive;21422;achja hab das neue essence und p2 sortiment gefunden *o* wuhuuu xD
positive;29347;ENDLICH... ab 23. Dezember im Kino: ~http  #tintin #spielberg
negative;3351;"Sagte gestern ein Typ zu mir:'Mensch; ohne Jogginghose hätte ich dich ja fast gar nicht erkannt.Du kannst ja richtig chic aussehen!'-Spasti!"
positive;36901;Das schöne an Hausverbot in der #bgs: Man kann sie aussprechen ohne dass man das Schiedsgericht oder Ordnungsmaßn. braucht. (cc @user)
negative;14118;"Nicht toll; nach Sony wurde nun auch BioWare gehackt.  ~http  @user @user @user"
negative;14362;"Lt Synonymwörterbuch sagt man auch ""bemannt""/""beweibt"". Ok; muss ja nicht alles nach 7.Himmel klingen; das aber klingt nach Zuchtstation Ó;ò"
positive;29450;Ganz feines Video: RT @user hot chip hot chip hot chip - es ist so geil! ~http 
negative;44065;"pff; wer braucht schon liebe oder schlaf ?!"
negative;45781;macht Facebook heute auch noch was anderes außer #Fails anzeigen //mg
positive;39209;Neues Lieblingsvideo gefunden! :-) ~http 
positive;27578;Ich empfehle: Dodge & Burn ~http 
positive;37515;Heute #Worldcup! Leider noch ohne #ger dafür aber schon mit #fra! Das wird noch ein spannender Abend heute!
positive;14178;"In Europa gibts ja schon schwarze Pisten; in Kanada ""double black diamonds""; und das wo die Ösis sonst das Skigebiet sperren würden! Rules!"
positive;9587;Guten morgen 
positive;20703;"Wow! Duisburg ist doch nicht so tot; wie es manchmal tut!! Vielen Dank an alle Anwesenden; war ja mal wirklich... ~http "
positive;23965;"Bio hab ich mir jetzt regelrecht reingedroschen. :D Völlig überfordert und im Stress; aber trotzdem glücklich .. irgendwie. :&gt;"
positive;17108;Unser heutiger Stargast! :-) ~http
negative;15047;Rip Puckelpop opfer :/
positive;39709;"Salz für die Nase &lt;3"
negative;38410;"Samstagmittag der Schädel brummt; die Lunge pfeift!"
negative;45488;scheeiße :D ich will aber ! x'D
positive;38585;Das perfekte X-mas Geschenk! ~http 
negative;1993;" Du liebst mich nich; du willst nur sex! D': -"" MAMA!"""
negative;38188;Boah @user und @user stinken mal wieder heftig aus dem maul.. Am verwesen?
negative;12077;"So n Mist; warum ist der Akku vom #G1 immer leer"
positive;11830;"mit conny mandalay ;)"
negative;8141;Twitter hängt und hat wohl mit technischen Problemen zu kämpfen???!!! ich kann meine nachricht nicht posten!!!!!
positive;9455;Ich mag ein YouTube-Video. -- Glücksbärchis Theme ~http 
negative;46168;Masse statt Klasse? Folgt man z.B. @user wirds schon unübersichtlich. Masse und Klasse wäre gut...
negative;116264;234 Fans? und Nike hat mehr? Das geht doch nicht! Liket mal schön ... für #FAIRTRADE ~http
positive;38661;"wieder zuahuse.. xD war doch ganz schön ;) .. gleich mal schnell duschen dann gucken was geht (:"
negative;13750;Letztes Mal #Frauentausch war lustiger. Diesmal ist es ziemlich lahm.
positive;37347;guten morgen ihr Verrückten
positive;1183;"Die ^-Taste sollte zu ^^ umfunktioniert werden. Einzeln braucht man das Ding doch sowieso nicht ^^ ( &lt;-- Siehst du?  Zwei! )"
positive;9044;So ich verlasse euch bis sonntag hab euch lieeb :*
positive;28002;"Hundi liebt Fußball! Was für ein Glück; dass ich zz nicht werfen darf; sonst hätten wir diesen Spaßt nicht für uns entdeckt! #Ridgeback"
positive;26089;Faster! Seit langem mal wieder ein Action Film der richtig gut anzuschauen ist.
positive;26446;Grad lange mit @user in der #lateline geredet. Und dank seiner ReTweets gleich wieder was gelernt.
positive;25029;Endlich gute Live-Bands für die kommende Festival-Saison? ~http
positive;7577;"Ich werde jetzt noch ein paar Zeilchen schreiben und dann hochladen; yöööööy. Unbetagelesen; weil Nacht ist und weil ich cool bin."
positive;28654;"Viel versprechende #effzeh Zugängen bis jetzt; nur noch Hajnal fehlt mir.Nur mal so;der gescholtene Meier war schon sehr weit mit d. Spieler"
negative;7051;Die sonne nervt :D
positive;9001;Düp düp düp noch 10 minuten :)
positive;4961;Uh danke Facebook. Endlich haben die Leute den alten Chat wieder. Und das Geweine ist zu Ende.
negative;73689;Wieso macht Nintendo Werbung fuer goldeneye mit Grafik aus der Steinzeit ?
negative;38708;heute is i-wie ein beschissener tag.. .. ... (jaa.. ich weiß ich verbreite wieder nur schlechte laune.. dankeeeee... xD xD)
positive;22247;das aber n tolles Video! ~http  :-)
positive;37846;"schön war es wieder mal bekannte gesichter aus den ersten wochen zu sehen. trotzdem - Det. 8. April ;D"
negative;44546;..omG..wiee soLL ich 1 Wochee ohne GzsZ übersteHen :(
positive;32106;"Yey; gestern war fett (: || Auch Wenn Mir 20 Euro fehlen."
negative;38191;Has ma Kleingeld? WAS? SEH ICH AUS WIE FRAU HOLLE ODER WAT???
negative;41086;"ich suche noch immer nach einer erklärung; warum die feuerwehr aus #gengenbach nachts um 5 uhr mit martinshorn fahren muss. ideen?"
positive;126226;Awesome - nach 8 h Dauernutzung meines Samsung Wave ist das Akku immernoch halbvoll #gsda
positive;4622;Wir wünschen ein schönes Paderborner Schützenfest
negative;29696;"Ich wünschte wirklich; es würde weniger Wind wehen. #Hamburg an einem #Sonntag im #Sommer"
positive;31051;Moin Moin heute ist bergfest. Noch 2 mal schlafen dann wird das wochenende eingeleutet
positive;47014;"Durch #Karajan habe ich eigentlich #Klang als Klang schätzen gelernt ; meint #Christian #Thielemann; bald Chef der #Dresdner #Staatskapelle"
negative;18400;"Beeindruckend; dass immer nur die Politik Kultur kaputtspart; nie jedoch ein Kaputtwirtschaften der Kulturbetreiber in Frage kommen könnte."
negative;25666;er hat seine frau verlasen!! ohh ha o.O
positive;105273;"Heute das neue Samsung Galaxy i9000 bestellt. IPhone Killer? Vom Display her auf jedem Fall ;)"
negative;28606;"Dachte eigentlich;dass wäre ein Witz;aber wohl doch nicht: Heute Entscheidung über Wichniarek! Spielmacher wird dringender benötigt! #effzeh"
negative;7107;!es hat wieder geschneit! :(((
negative;46653;"ich frage mich was an twitter so toll ist...so ein großes mitteilungsbedürfnis habe ich auch net;)"
negative;15687;"Grosssägerei nach Thüringen; bündner Regierung bezahlt womöglich noch den Umzug; damit's eine runde Summe wird; die man in Sand gesetzt hat!"
negative;19569;Ich will wieder Freitag..
negative;3111;Für wie blöd haltet ihr uns Hunde eigentlich? ~http  #briard
negative;30026;"Vorhin an der Kinokasse war eine ganze Schulklasse vor mir. Dachte mir nur "" bitte nicht den gleichen Film"". Die waren echt laut."
positive;24303;"mit @user; @user &'  @user chilln &lt;3 boaa!"
positive;44421;Coole Seite  zum #Tatort: Das Wort zum Mord ~http 
positive;25316;"Na bitte; geht doch! Ein wunderschönes Beispiel dafür; wie sich eine negative Botschaft positiv verkaufen lässt.  ~http "
negative;7087;Wie du hast bis drei geschlafen ? :D Ach du scheiße.
positive;10007;"höre einen großartigen Vortrag von Alex Kirlik über ""ethical design"" bei der  ""Usability Professionals 2009"" (UP09)"
negative;177112;"Auto abgeben ;-( (@ Audi Zentrum München) ~http"
negative;20500;mhh was fang ich jetzt mit dem Wochenende an? Vlt sollte ich mir mal ne Winterjacke kaufen.. Es schneit nämlich -.-'
negative;28040;halb zehn in deutschland. verkehrscaos in münchen. als ob die leute noch nie schnee gesehn haben
negative;9675;"Ab und zu wäre erst ''denken'' und dann handeln besser. Aber man das kann ist die Frage ;D"
positive;7116;"Allein daheim; allein daheim. Dabei sind meine Eltern und meine Schwester zuhause."
negative;35294;"kollegin ist sehr erstaunt darüber; dass sich ptfe nicht wie metall schweißen lässt... ich bin sehr erstaunt über kollegin."
positive;28999;"hahahaahaha.. qaiiiil wenn so gut nur unser Fc Köln wäre &lt;3 :D"
positive;170389;"Bald erwartet mich einen Audi #RS6 Avant. Come On Come On; I like it i like it! :-D"
positive;182053;Zockt mit @user auf der ganz alten Nintendo voll retro SWAG
positive;64069;"...davon hingegen kann ich nie genug bekommen :) Bild: ""Erster Eindruck: Nintendo beschränkt sich nicht darauf;... ~http "
positive;920;"Dass meine Hand perfekt in deine passt; kann doch kein Zufall sein."
negative;21809;Stop! nein das kann nicht war sein!
positive;19226;"Guten Morgen Jetlag... ;)"
negative;29032;omg meine haare ich seh aus wie alice von twilight...
positive;45526;#FollowFriday Eine wandelnde Krise ... und das ist verdammt gut so! ☺ @user | ~http  ☺
positive;8571;isch kle fertig vum training und hockt gechillt vorm netbook #duknb
negative;40164;exrem starke zahnschmerzen. morgn hat mama geburtstag... mist?
positive;43928;Ich lebe einen Traum von einem Leben.
positive;38975;"In den letzten 24 Stunden ist die welt nicht untergegangen; ich bin erstaunt. Oder habe ich es einfach verpasst?"
positive;36767;Kopfhörer auf- Musik an- Welt aus!
positive;28728;Auch ein Sieg für die Fairness. Vettel Weltmeister! #stahlregie #f1
positive;37567;"Die Müllabfuhr rettet meinen Tag!! Einfach zu göttlich; dieser Krüppelmann =D Beschwert sich bei uns über die Mülltrennung o.O."
positive;29599;"Nike; Adidas & Co. verzichten auf Chemie in den Klamotten? Ja; das wär fein! Neue #Greenpeace-Kampagne setzt Zeichen: ~http"
negative;32455;bei der Form geb ich auch der Microsoft 6000 den Vorzug.Den Kurs mit den Handschmeichlern müssen die Logitech Designer verpasst haben
positive;14517;Ich komm nicht weiter #mariobros ärgerliche unterwasserwelt aber einfach ein geniales Spiel
positive;8562;Das Wetter könnte nicht schöner sein!:(
